A. Organization Codes,,B. Fire_Information,,,C. Plot Characteristics,,,,,,,,D. Location Information,,,,,,E. Biophysical Setting,,,,,,F. Vegetation and Ground Cover (GC) Characteristics (%Cover),,,,,,,,,,,,,,,G. Species Dominance,,,,,,H. Potential Vegetation,,I. Ground Cover (GC) Information,,,,,,,,,,J. Site Photos and Notes,,,,,,K. CBI results from FIRESEV CBI-Modified Form (specifically designed for FIRESEV data collection),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L. CBI Index Values by Stratum and fuels (calculated from percentages in FIRESEV form for the Key and Benson 2007 CBI form),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M. FIREHARM_CBI_Estimates,,N. GeoCBI Estimates,
Organization,Project,FireDate,FireName,State,PlotID,Collection Date,FIRESEV_Examiner,Measurement_Units,Plot_Radius,Plot_Type,SampleEvent,LocType,Northing,Easting,UTM_Zone,Datum,GPS_Error,GPS_Err_Units,Elev,Aspect,Slope,Landform,Vertical_Slope_Shape,Horizontal_Slope_Shape,TotalTreeCover,SeedlingTreeCover,SaplingTreeCover,PoleTreeCover,MediumTreeCover,LargeTreeCover,VeryLargeTreeCover,TotalShrubCover,LowShrubCover,MediumShrubCover,TallShrubCover,GraminoidCover,ForbCover,FernCover,MossCover,UpperDominantSpecies1,UpperDominantSpecies2,MidDominantSpecies1,MidDominantSpecies2,LowerDominantSpecies1,LowerDominantSpecies2,PotentialVegTypeID,PotentialLifeform,BareSoilGC,GravelGC,RockGC,DuffGC,WoodGC,MossAndLichenGC,CharredGC,AshGC,BasalVegetationGC,WaterGC,Photo1 North-facing,Photo2 North-facing,Local1,Local2,Photo_Comments,FIRESEV_Comments,Plot_AreaBurned,A_FCovPre,A_FCovPost,A_Litter,A_Duff,A_FineFuel,A_LargeFuel,A_SoilRockCovCol,A_GreenBrown,A_GrayBlack,A_Red,B_FCov_Pre,B_FCov_Post,B_Altered,B_PctLive,B_Comp,B_Twig,B_TwgSpp,B1_FCov_Pre,B1_FCov_Post,B1_Altered,B1_PctLive,B1_Comp,B2_FCov_Pre,B2_FCov_Post,B2_Altered,B2_PctLive,B2_Comp,B2_Twig,B2_TwgSpp,C_FCov_Pre,C_FCov_Post,C_Altered,C_PctLive,C_CovChange,C_Comp,C_Twig,C_TwgSpp,D_FCov_Pre,D_FCov_Post,D_Green,D_BlackBrown,D_PctLive,D_Twig,D_TwgSpp,E_FCov_Pre,E_FCov_Post,E_Green,E_BlackBrown,E_PctLive,F_FCov_Pre,F_FCov_Post,F_Green,F_BlackBrown,F_PctLive,FIRESEV_Burn_Severity_Comments,LS_BurnSev,FIRESEV_Burn_Severity_FH_Overall,FH_Overstory,FH_Fuel,FH_Soil,EVT_pre,EVT_post,SS_pre,SS_post,ESP,A_Litter_cbi,A_Duff_cbi,A_FineFuel_cbi,A_LargeFuel_cbi,A_SoilColFracCov_cbi,cbi_A,B_Altered_cbi,B_PctLive_cbi,B_Comp_cbi,cbi_B_t,cbi_B,B1_Altered_cbi,B1_PctLive_cbi,B1_Comp_cbi,cbi_B1,B2_Altered_cbi,B2_PctLive_cbi,B2_Comp_cbi,cbi_B2_t,cbi_B2,C_Altered_cbi,C_PctLive_cbi,C_Comp_cbi,cbi_C_t,cbi_C,D_Green_cbi,D_BlackBrown_cbi,D_PctLive_cbi,cbi_D_t,cbi_D,E_Green_cbi,E_BlackBrown_cbi,E_PctLive_cbi,cbi_E,F_Green_cbi,F_BlackBrown_cbi,F_PctLive_cbi,cbi_F,cbi_tot_t,cbi_tot,FIRESEV_Cbi_calc_FH_Overall,FH_Average,GeoCBI_post,GeoCBI_pre
MFSL,FIRESEV,8/7/2008,Columbia River Road,WA,2301,10/21/2009,C. Lowney,M,11.30000019,M,IV,U,5337543,340273,11,WGS84,6,m,846,327,15,HIL,LI,CC,3,3,0,0,0,0,0,3,3,0,0,3,30,0,10,N,N,EXOFOR,N,EXOFOR2,N,1053,CF,10,3,0.5,20,0.5,10,60,0,0.5,0,2301_N_Ground.JPG,2301_N_Stand.JPG,,,,,98,,50,98,98,98,0,98,10,90,0,,40,98,50,M,3,,,,,,,,,,,,,,,,,,,,,,,0.5,0,98,0,0,PIPO,,10,0,98,0,,,,,,All burnt PIPO overstory with PIPO regeneration. New PIPO logs present. 3ft tall bunchgrass present. Most forbs are exotic.,SR,3,3,3,3,2053,2053,PO,SE,1053,2.999693909,2.999693909,2.99969390878482,0,2.754820937,2.350780533,2.99969390878482,1.53045607591062,2,2.38253749617386,2.17671666156515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.06091215182124,2.99969390878482,3.06091215182124,2.28037955310683,3.0405060708091,3.06091215182124,2.99969390878482,3.06091215182124,3.0405060708091,NA,NA,NA,NA,2.513550913,2.652127334,3,3,2.353562257,NA
MFSL,FIRESEV,8/7/2008,Columbia River Road,WA,2302,10/21/2009,C. Lowney,M,11.30000019,M,IV,U,5337710,340137,11,WGS84,5,m,843,316,15,HIL,UN,CC,10,3,0,0.5,10,0,0,0.5,0.5,0,0.5,40,10,0,10,PIPO,N,N,N,FESTU,N,1053,CF,0.5,0.5,0.5,70,0.5,10,20,0,0.5,0,2302_N_Ground.JPG,2302_N_Stand.JPG,,,,,98,,30,98,98,98,50,98,20,80,0.5,,50,98,90,L,0,PIPO,,,,,,,,,,,,,,10,98,0,98,H,0,PIPO,,0.5,0,98,0,0,PIPO,,10,10,90,40,,,,,,,MS,3,3,3,2,2053,2053,SA,MA,1053,2.999693909,2.999693909,2.99969390878482,1.53045607591062,2.464034282,2.598714417,2.99969390878482,0.306091215182124,1,1.07644628099174,1.43526170798898,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.99969390878482,3.06091215182124,3,2.26515151515152,3.02020202020202,3.06091215182124,2.99969390878482,3.06091215182124,2.28037955310683,3.0405060708091,2.75482093663912,2.75482093663912,1.83654729109275,2.44872972145699,NA,NA,NA,NA,2.133884298,2.508682787,3,2.666666667,2.049095407,NA
MFSL,FIRESEV,8/7/2008,Columbia River Road,WA,2303,10/21/2009,C. Lowney,M,11.30000019,M,IV,U,5338385,339428,11,WGS84,4,m,854,122,13,HIL,UN,PA,50,10,3,30,10,0,0,3,3,0,0,10,10,0,3,PIPO,N,N,N,AGROP2,N,1053,CF,3,0.5,0.5,90,0.5,3,3,0,0.5,0,2303_N_Ground.JPG,2303_N_Stand.JPG,,,,,98,,60,90,90,90,20,90,70,30,0,,30,90,80,L,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,50,50,98,,10,40,60,98,,NLS,1,1,2,1,2053,2053,PO,PO,1053,2.754820937,2.754820937,2.75482093663912,0.612182430364248,0.918273646,1.958983777,2.75482093663912,0.612182430364248,1,1.84175084175084,1.45566778900112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53045607591062,1.53045607591062,0.0612182430364249,1.04071013161922,1.83654729109275,1.83654729109275,0.0612182430364249,1.24477094174064,1.521553923,1.42503316,1,1.333333333,1.716300001,NA
MFSL,FIRESEV,8/7/2008,Columbia River Road,WA,2304,10/22/2009,C. Lowney,M,11.30000019,M,IV,U,5343028,337035,11,WGS84,5,m,680,174,50,HIL,LI,LI,20,0,0,3,10,10,0,3,0,0,3,3,3,0,3,PIPO,N,N,N,N,N,1053,CF,10,20,20,50,0.5,3,0.5,0,0.5,0,2304_N_Ground.JPG,2304_N_Stand.JPG,,,,,98,40,60,70,98,90,70,50,98,3,0,30,10,10,0,H,1,PIPO,,,,,,,,,,,,,3,3,10,98,0,U,0,AMAL2,,,,,,,,3,3,60,40,98,20,20,80,20,98,,NLS,1,1,1,1,2053,2053,MA,MA,1053,2.142638506,2.999693909,2.75482093663912,2.14263850627487,0.091827365,2.026323845,0.306091215182124,3.06091215182124,3,1.84175084175084,2.12233445566779,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.306091215182124,0.0612182430364249,0,0.0918273645546373,0.12243648607285,NA,NA,NA,NA,NA,1.2243648607285,1.2243648607285,0.0612182430364249,0.836649321497806,0.612182430364248,0.612182430364248,0.0612182430364249,0.428527701254974,1.045015815,1.107254362,1,1,1.606776945,1.62677915518825
MFSL,FIRESEV,8/7/2008,Columbia River Road,WA,2305,10/22/2009,B. Izbicki,M,11.30000019,M,IV,U,5342654,333268,11,WGS84,4,m,468,146,36,HIL,CC,CC,0,0,0,0,0,0,0,3,0.5,3,0,70,20,0,3,N,N,N,N,BROMU,BASA3,1025,SU,20,20,20,40,0,3,0.5,0,0.5,0,2305_N_Ground.JPG,2305_N_Stand.JPG,,,,,40,20,30,30,20,20,0,3,98,3,0,80,70,20,90,L,0,PUTR2,80,70,10,90,L,0.5,0,3,0,H,0,PUTR2,3,0.5,70,50,50,U,0,PUTR2,,,,,,,,,,,,,,,,,,,NLS,1,2,1,1,2125,2125,SH,SH,1125,0.918273646,0.61218243,0.612182430364248,0,0.091827365,0.446893174,0.612182430364248,0.306091215182124,1,0.479568411386593,0.639424548515458,0.306091215182124,0.306091215182124,1,0.537394143454749,0.0918273645546373,3.06091215182124,3,1.53818487909397,2.05091317212529,2.14263850627487,1.53045607591062,0,0.918273645546373,1.2243648607285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.614911744,0.770227528,1,1.333333333,0.565374112,0.587367356998271
MFSL,FIRESEV,8/7/2008,Columbia River Road,WA,2306,10/22/2009,G. Cohn,M,11.30000019,M,IV,U,5342870,333301,11,WGS84,10,m,514,230,11,HIL,LI,CC,20,10,0.5,0,10,0,0,0.5,0.5,0,0,3,40,0,3,PIPO,N,N,N,LUPIN,BASA3,1053,CF,0.5,0.5,3,30,0.5,3,60,0,0.5,0,2306_N_Ground.JPG,2306_N_Stand.JPG,,,,LOTS OF CHARRED LITTER WITH HEAVY REGENERATION,98,10,60,80,80,90,0,80,20,80,0,40,30,98,60,H,0,PIPO,,,,,,,,,,,,,10,0,98,0,98,H,0,PIPO,0,3,0,98,0,0,PIPO,10,3,0.5,98,50,30,10,3,98,70,,MS,2,3,3,2,2053,2053,MA,MA,1053,2.448729721,2.448729721,2.75482093663912,0,2.448729721,2.02020202,2.99969390878482,1.2243648607285,3,1.80601469237833,2.40801958983777,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.99969390878482,3.06091215182124,3,2.26515151515152,3.02020202020202,3.06091215182124,2.99969390878482,3.06091215182124,2.28037955310683,3.0405060708091,3.04560759106214,2.99969390878482,1.53045607591062,2.52525252525253,2.96908478726661,2.99969390878482,0.918273645546373,2.29568411386593,2.198780737,2.55164439,2,2.666666667,2.199120998,2.40847872666054
MFSL,FIRESEV,8/7/2008,Columbia River Road,WA,2307,10/22/2009,C. Lowney,M,11.30000019,M,IV,U,5344404,335721,11,WGS84,5,m,752,175,16,HIL,UN,LI,0,0,0,0,0,0,0,0.5,0.5,0,0,10,20,0,10,N,N,N,N,CAREX,N,1053,CF,3,10,30,50,0.5,10,3,0,0.5,0,2307_N_Ground.JPG,2307_N_Stand.JPG,,,,,90,30,60,98,90,90,50,60,70,30,0,30,30,98,80,L,0,,,,,,,,,,,,,,20,0.5,98,0,98,H,0,,,,,,,,,20,10,0,98,0,3,0.5,0,98,0,,SR,2,3,2,2,2053,2053,MA,SE,1053,2.999693909,2.754820937,2.75482093663912,1.53045607591062,0.918273646,2.191613101,2.99969390878482,0.612182430364248,1,1.15296908478727,1.53729211304969,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.99969390878482,3.06091215182124,3,2.26515151515152,3.02020202020202,NA,NA,NA,NA,NA,3.06091215182124,2.99969390878482,3.06091215182124,3.0405060708091,3.06091215182124,2.99969390878482,3.06091215182124,3.0405060708091,2.338149168,2.566023875,2,2.333333333,2.089613507,2.35148384898311
MFSL,FIRESEV,8/7/2008,Columbia River Road,WA,2308,10/22/2009,S. Leirfallom,M,11.30000019,M,IV,U,5344088,335514,11,WGS84,5,m,729,82,15,HIL,LI,CC,3,0.5,0,3,0,0,0,3,0.5,0.5,0,30,10,0,20,N,N,N,N,FESTU,N,1053,CF,20,20,20,10,3,20,10,0,0.5,0,2308_N_Ground.JPG,2308_N_Stand.JPG,,,,,40,40,60,30,20,20,0,20,70,30,0,40,30,30,80,M,0,PUTR2,30,30,20,80,L,10,3,90,3,L,0,PUTR2,20,10,90,10,90,L,0,PUTR2,,,,,,,,,,,,,,,,,,,MS,1,3,1,1,2125,2125,SH,HE,1125,0.918273646,0.61218243,0.612182430364248,0,0.918273646,0.61218243,0.918273645546373,0.612182430364248,2,0.882614018977655,1.17681869197021,0.612182430364248,0.612182430364248,1,0.741454953576166,2.75482093663912,2.96908478726661,1,1.68097643097643,2.24130190796857,2.75482093663912,2.75482093663912,1,1.62741046831956,2.16988062442608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.040735639,1.319627249,1,1.666666667,0.92257043,1.1401023219205
MFSL,FIRESEV,8/7/2008,Columbia River Road,WA,2309,10/22/2009,C. Lowney,M,11.30000019,M,IV,U,5344089,332617,11,WGS84,4,m,555,310,17,HIL,CV,LI,30,0,30,0,0,0,0,10,3,3,0,30,20,0,0.5,N,N,PIPO,N,BROMU,N,1053,CF,10,3,20,70,0.5,0.5,3,0,0.5,0,2309_N_Ground.JPG,2309_N_Stand.JPG,,,,,60,,40,40,30,30,70,20,60,40,0.5,,20,70,90,H,3,ARTR2,,,,,,,,,,,,,20,3,40,70,10,M,0,ARTR2,40,40,70,30,90,0,PIPO,,,,,,,,,,,,MS,1,1,1,1,2153,2153,SA,SA,1153,1.224364861,0.918273646,0.918273645546373,2.14263850627487,1.239669421,1.288644016,2.14263850627487,0.306091215182124,3,2.11218243036425,1.81624324048566,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2243648607285,0.918273645546373,2,1.03565962656872,1.38087950209162,0.918273645546373,0.918273645546373,0.306091215182124,0.535659626568717,0.714212835424957,NA,NA,NA,NA,NA,NA,NA,NA,1.243036425,1.299994898,1,1,1.170696868,0.936435057647179
MFSL,FIRESEV,8/7/2008,Columbia River Road,WA,2401,10/22/2009,V. Holley,M,11.30000019,M,IV,U,5344352,336383,11,WGS84,6,m,889,180,52,HIL,LI,PA,0,0,0,0,0,0,0,0.5,0.5,0,0,0.5,40,0,0.5,N,N,N,N,LUPIN,N,1053,CF,10,30,20,20,0.5,0.5,20,0,0.5,0,2401_N_Ground.JPG,2401_N_Stand.JPG,,,,,98,20,90,60,98,90,,50,70,30,0,10,0.5,98,20,U,0,PUTR2,,,,,,,,,,,,,40,0.5,98,0,40,U,0,PUTR2,,,,,,,,10,0.5,0,98,0,20,3,0,98,0,,MS,2,3,2,1,2053,2053,MA,SE,1053,1.836547291,2.999693909,2.75482093663912,NA,0.918273646,2.127333946,2.99969390878482,2.44872972145699,0,1.36210590756045,1.8161412100806,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.99969390878482,3.06091215182124,0,1.51515151515152,2.02020202020202,NA,NA,NA,NA,NA,3.06091215182124,2.99969390878482,3.06091215182124,3.0405060708091,3.06091215182124,2.99969390878482,3.06091215182124,3.0405060708091,2.217120702,2.408937863,2,2,2.158941777,2.32731353943475
MFSL,FIRESEV,8/7/2008,Columbia River Road,WA,2402,10/22/2009,V. Holley,M,11.30000019,M,IV,U,5344546,336511,11,WGS84,5,m,936,317,54,HIL,LI,LI,20,0.5,3,20,0,0,0,30,30,0,0,3,10,0,20,PSME,PIPO,N,N,SPBE2,N,1045,CF,10,20,3,40,10,20,10,0,0.5,0,2402_N_Ground.JPG,2402_N_Stand.JPG,,,,,98,40,60,10,50,20,10,20,80,20,0,10,0.5,90,20,H,0,PSME,,,,,,,,,,,,,3,0.5,90,20,90,H,0,PSME,10,0.5,10,90,50,0,PSME,40,40,80,20,98,,,,,,,NLS,1,1,2,1,2045,2045,PO,PO,1045,0.306091215,1.530456076,0.612182430364248,0.306091215182124,0.61218243,0.673400673,2.75482093663912,2.44872972145699,3,2.05088766452403,2.73451688603204,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75482093663912,2.44872972145699,3,2.05088766452403,2.73451688603204,2.75482093663912,2.75482093663912,1.53045607591062,1.76002448729721,2.34669931639629,0.612182430364248,0.612182430364248,0.0612182430364249,0.428527701254974,NA,NA,NA,NA,1.392745638,1.783532293,1,1.333333333,0.605448424,1.00090143367578
MFSL,FIRESEV,8/7/2008,Columbia River Road,WA,2403,10/22/2009,V. Holley,M,11.30000019,M,IV,U,5344547,336359,11,WGS84,6,m,874,294,22,HIL,CV,CC,40,0,10,40,3,0,0,3,3,0,0,10,0.5,0,0.5,PIPO,N,N,N,N,N,1053,CF,0,0.5,0.5,90,0.5,0.5,10,0,0.5,0,2403_N_Ground.JPG,2403_N_Stand.JPG,,,,,98,40,50,3,0,0.5,3,10,90,10,0,20,10,98,70,L,0,PUTR2,,,,,,,,,,,,,,,,,,,,,0.5,0.5,0,98,0,0,PIPO,40,40,80,20,98,,,,,,,MS,1,2,1,1,2053,2053,SA,PO,1053,0.091827365,0,0.0153045607591062,0.0918273645546373,0.306091215,0.101010101,2.99969390878482,0.918273645546373,1,1.2294918885828,1.6393225181104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.06091215182124,2.99969390878482,3.06091215182124,2.28037955310683,3.0405060708091,0.612182430364248,0.612182430364248,0.0612182430364249,0.428527701254974,NA,NA,NA,NA,1.009852311,1.302341598,1,1.333333333,0.399055635,0.552121547146423
MFSL,FIRESEV,8/7/2008,Columbia River Road,WA,2501,10/21/2009,G. Cohn,M,11.30000019,M,IV,U,5336066,343592,11,WGS84,9,m,438,98,3,VAL,CC,LI,0.5,0,0.5,0,0,0,0,20,20,0,0,40,20,0,10,N,N,N,N,TUMMUS,ARTEM,1125,SU,50,0.5,0.5,20,0.5,10,20,0,0.5,0,2501_N_Ground.JPG,2501_N_Stand.JPG,,,,"GRAZING. 
SORGHASTRUM NUTANS PRESENT IN CLUMPS.",70,,40,80,40,90,,30,80,20,0,,50,90,90,L,0,ARTEM,,30,90,80,M,,20,80,90,U,0,ARTEM,,3,98,20,90,H,0,ARTR2,,0.5,0,98,0,0,PIPO,,,,,,,,,,,Conversion from tall sagebrush and bitterbrush to low sagebrush and grass,MS,2,3,2,2,2125,2123,SH,SH,1125,2.448729721,1.224364861,2.75482093663912,NA,0.61218243,1.760024487,2.75482093663912,0.306091215182124,1,1.01522803795531,1.35363738394041,2.75482093663912,0.612182430364248,2,1.78900112233446,2.44872972145699,0.306091215182124,0,0.688705234159779,0.918273645546373,2.99969390878482,2.44872972145699,3,2.11210590756045,2.8161412100806,3.06091215182124,2.99969390878482,3.06091215182124,2.28037955310683,3.0405060708091,NA,NA,NA,NA,NA,NA,NA,NA,1.791934496,2.242577288,2,2.333333333,1.53370754,NA
MFSL,FIRESEV,8/7/2008,Columbia River Road,WA,2502,10/21/2009,G. Cohn,M,11.30000019,M,IV,U,5339232,340030,11,WGS84,6,m,661,34,17,VAL,CV,CC,0,0,0,0,0,0,0,10,3,3,0,3,0.5,0,40,N,N,N,N,SPBE2,N,1045,CF,3,10,3,0.5,0,40,30,0,3,0,2502_N_Ground.JPG,2502_N_Stand.JPG,,,,,98,,80,98,98,98,90,30,60,40,0.5,,10,98,90,U,0,ALNUS,,,,,,,,,,,,,,0.5,98,98,70,U,0,SALIX,,0.5,0,98,0,0,PSME,,0.5,0,98,0,,3,0,98,0,,SR,3,3,3,2,2045,2106,PO,SH,1045,2.999693909,2.999693909,2.99969390878482,2.75482093663912,1.239669421,2.598714417,2.99969390878482,0.306091215182124,0,0.826446280991735,1.10192837465565,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.99969390878482,0.0612182430364249,0,0.765228037955311,1.02030405060708,3.06091215182124,2.99969390878482,3.06091215182124,2.28037955310683,3.0405060708091,3.06091215182124,2.99969390878482,3.06091215182124,3.0405060708091,3.06091215182124,2.99969390878482,3.06091215182124,3.0405060708091,2.091963405,2.307077509,3,2.666666667,2.450673158,NA
MFSL,FIRESEV,8/7/2008,Columbia River Road,WA,2503,10/21/2009,G. Cohn,M,11.30000019,M,IV,U,5339164,340094,11,WGS84,5,m,656,30,30,VAL,CC,LI,0.5,0.5,0,0,0,0,0,20,20,0,0,0.5,20,0,50,N,N,N,N,EPAN2,SPBE2,1227,CF,0.5,0.5,3,10,3,50,20,0,3,0,2503_N_Ground.JPG,2503_N_Stand.JPG,,,,MIDDLE OF A SERIES OF DRAWS AND LEDGES IN A PATCH WITH NEEDLES STILL ON THE DOUGLAS FIR. WESTERN LARCH AND PONDEROSA PINE WITHOUT NEEDLES.,98,,50,98,80,70,90,70,80,20,0.5,,30,98,90,L,3,,,,,,,,,,,,,,,0.5,98,50,80,U,0,ACGL,,0.5,0,98,0,1,PIPO,,3,0,98,0,,20,0,98,0,"Live vegetation would classify this to EVT 2106, but there is still an upper ""canopy"" of dead trees. Plot is in a draw, but is faily representative of surrounding slopes. Tall ACGL pre-fire was top killed and is resprouting (some).",SR,3,3,3,2,2045,2106,MA,SH,1045,2.999693909,2.448729721,2.14263850627487,2.75482093663912,0.627486991,2.194674013,2.99969390878482,0.306091215182124,1,1.82644628099174,1.43526170798898,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.99969390878482,1.53045607591062,0,1.13253749617386,1.51004999489848,3.06091215182124,2.99969390878482,3.06091215182124,2.53037955310683,3.0405060708091,3.06091215182124,2.99969390878482,3.06091215182124,3.0405060708091,3.06091215182124,2.99969390878482,3.06091215182124,3.0405060708091,2.294174914,2.376917321,3,2.666666667,2.163446823,NA
MFSL,FIRESEV,8/7/2008,Columbia River Road,WA,2504,10/22/2009,S. Leirfallom,M,11.30000019,M,IV,U,5342782,337093,11,WGS84,4,m,631,301,4,HIL,LI,CC,60,20,40,0,0,0,0,20,20,3,0,3,3,0,3,N,N,POTR5,N,ROWO,POTR5,1011,BW,3,0.5,0.5,20,10,3,60,0,3,0,2504_N_Ground.JPG,2504_N_Stand.JPG,,,,,98,10,20,98,80,98,40,20,80,20,0.5,20,10,98,70,U,3,SYAL,,,,,,,,,,,,,30,70,98,80,98,M,0,COSE16,0.5,0.5,0,98,0,0,POTR5,30,10,0,98,0,10,0,0,98,0,,SR,3,3,3,2,2011,2011,PO,SA,1011,2.999693909,2.448729721,2.99969390878482,1.2243648607285,0.627486991,2.059993878,2.99969390878482,0.918273645546373,0,1.7294918885828,1.30598918477706,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.99969390878482,0.612182430364248,2,1.40296908478727,1.87062544638302,3.06091215182124,2.99969390878482,3.06091215182124,2.28037955310683,3.0405060708091,3.06091215182124,2.99969390878482,3.06091215182124,3.0405060708091,3.06091215182124,2.99969390878482,3.06091215182124,3.0405060708091,2.258974424,2.39302112,3,2.666666667,1.964967099,2.2485470819558
MFSL,FIRESEV,8/7/2008,Columbia River Road,WA,2505,10/22/2009,B. Izbicki,M,11.30000019,M,IV,U,5342983,333769,11,WGS84,10,m,565,290,21,HIL,UN,LI,3,3,0,0,0,0,0,40,40,0,0,0.5,10,0,0.5,N,N,N,N,SPBE2,EXOHER,1053,CF,40,10,3,10,0.5,0.5,40,0,0.5,0,2505_N_Ground.JPG,2505_N_Stand.JPG,,,,,98,20,50,90,90,90,,40,60,40,0.5,40,40,98,70,H,3,,,,,,,,,,,,,,10,0.5,98,0,98,H,0,PUTR2,3,0.5,0,98,0,0,PIPO,30,3,0,98,0,20,3,0,98,0,Plot sits on top of rocky bluff that couldn't be logged. Lots of salvage nearby in high severity areas.,SR,3,3,3,2,2053,2053,MA,SE,1053,2.754820937,2.754820937,2.75482093663912,NA,1.239669421,2.376033058,2.99969390878482,0.918273645546373,3,2.4794918885828,2.30598918477706,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.99969390878482,3.06091215182124,3,2.26515151515152,3.02020202020202,3.06091215182124,2.99969390878482,3.06091215182124,2.28037955310683,3.0405060708091,3.06091215182124,2.99969390878482,3.06091215182124,3.0405060708091,3.06091215182124,2.99969390878482,3.06091215182124,3.0405060708091,2.580344693,2.803957079,3,2.666666667,2.394995987,2.6919436626261
MFSL,FIRESEV,8/7/2008,Columbia River Road,WA,2901,10/22/2009,G. Cohn,M,11.30000019,M,IV,U,5342722,333310,11,WGS84,7,m,512,210,5,VAL,CV,CV,10,0.5,0,0,3,3,0,0.5,0.5,0,0,50,20,0,0.5,PIPO,N,N,N,BROMU,BASA3,1053,CF,10,3,0.5,40,0.5,0.5,40,0,0.5,0,2901_N_Ground.JPG,2901_N_Stand.JPG,2901_N_Ground(2).JPG,,,,98,30,60,50,90,98,,30,80,20,0,60,60,98,80,M,0,PUTR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,20,80,50,Duff mounds under two large. PIPO totally burned out and killed largest tree.,MS,2,2,2,1,2053,2053,VM,MA,1053,1.530456076,2.754820937,2.99969390878482,NA,0.61218243,1.974288338,2.99969390878482,0.612182430364248,2,1.40296908478727,1.87062544638302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.44872972145699,2.44872972145699,1.53045607591062,2.14263850627487,1.83996531,1.995850764,2,1.666666667,1.939393939,1.92892561983471
MFSL,FIRESEV,8/7/2008,Columbia River Road,WA,2902,10/22/2009,G. Cohn,M,11.30000019,M,IV,U,5344714,336011,11,WGS84,5,m,809,190,27,VAL,CV,CV,0,0,0,0,0,0,0,0.5,0.5,0,0,20,3,0,3,N,N,N,N,BROMU,N,1053,CF,40,10,10,10,0.5,3,30,0,0.5,0,2902_N_Ground.JPG,2902_N_Stand.JPG,,,,"EXTRUSIVE ROCK ON SOUTH SLOPE. VERY HOT, ALL MATURE TREES AND BITTERBRUSH ARE DEAD.",98,40,60,90,70,98,90,40,50,40,3,40,30,98,60,M,0,PUTR2,,,,,,,,,,,,,10,0.5,98,0,98,H,0,PUTR2,0.5,0.5,0,98,0,0,PIPO,10,10,0,98,0,,,,,,,SR,3,3,3,2,2053,2123,MA,HE,1053,2.754820937,2.142638506,2.99969390878482,2.75482093663912,1.316192225,2.393633303,2.99969390878482,1.2243648607285,2,1.55601469237833,2.07468625650444,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.99969390878482,3.06091215182124,3,2.26515151515152,3.02020202020202,3.06091215182124,2.99969390878482,3.06091215182124,2.28037955310683,3.0405060708091,3.06091215182124,2.99969390878482,3.06091215182124,3.0405060708091,NA,NA,NA,NA,2.307137027,2.713906744,3,2.666666667,2.369247531,2.3966180727827
